,n_products,n_brands,n_reviews,n_firststar,n_secondstar,n_thirdstar,n_fourstar,n_fivestar,price,avg_reviews,n_brand,avg_review,price_v
Ergocalciferol,1,[Dr. Dennis Gross Skincare],57.0,21.0,10.0,6.0,10.0,10.0,[42.0],[2.614],1.0,2.614,42.0
Disodium Lauriminodipropionate Tocopheryl Phosphates,3,"[Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",193.0,30.0,16.0,17.0,32.0,98.0,"[42.0, 125.0, 78.0]","[2.614, 4.0357, 4.3426]",1.0,3.6641,81.6666666667
Ceramide 2,10,"[Dr. Dennis Gross Skincare, Tria, Koh Gen Do, Kate Somerville, Dr. Dennis Gross Skincare, Ole Henriksen, Dr. Dennis Gross Skincare, Caudalie, Dr. Jart+, Perricone MD]",891.0,89.0,62.0,70.0,163.0,508.0,"[42.0, 65.0, 85.0, 150.0, 125.0, 48.0, 78.0, 158.0, 49.0, 80.0]","[2.614, 5.0, 4.375, 4.125, 4.0357, 4.0056, 4.3426, 4.0899, 4.4906, 4.3077]",8.0,4.13861,88.0
Cyclodextrin,9,"[Dr. Dennis Gross Skincare, KORRES, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Caudalie, Dr. Dennis Gross Skincare, Drunk Elephant, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",978.0,74.0,73.0,79.0,158.0,594.0,"[42.0, 34.0, 62.0, 65.0, 39.0, 125.0, 52.0, 72.0, 78.0]","[2.614, 4.2914, 4.125, 4.75, 4.1215, 4.0357, 4.2412, 4.1625, 4.3426]",4.0,4.07598888889,63.2222222222
Pentasodium Pentetate,4,"[Dr. Dennis Gross Skincare, Koh Gen Do, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",215.0,34.0,17.0,20.0,34.0,110.0,"[42.0, 55.0, 125.0, 78.0]","[2.614, 3.7727, 4.0357, 4.3426]",2.0,3.69125,75.0
Phytic Acid,10,"[Dr. Dennis Gross Skincare, Eve Lom, Koh Gen Do, Kate Somerville, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Perricone MD, stila, Dr. Dennis Gross Skincare]",821.0,94.0,65.0,69.0,142.0,451.0,"[42.0, 68.0, 85.0, 65.0, 62.0, 125.0, 30.0, 135.0, 38.0, 78.0]","[2.614, 3.5714, 4.375, 4.1818, 4.125, 4.0357, 4.0, 3.7952, 4.1306, 4.3426]",6.0,3.91713,72.8
Potassium Citrate,3,"[Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",193.0,30.0,16.0,17.0,32.0,98.0,"[42.0, 125.0, 78.0]","[2.614, 4.0357, 4.3426]",1.0,3.6641,81.6666666667
Potassium Gluconate,3,"[Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",193.0,30.0,16.0,17.0,32.0,98.0,"[42.0, 125.0, 78.0]","[2.614, 4.0357, 4.3426]",1.0,3.6641,81.6666666667
Bentonite,6,"[Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, GLAMGLOW, Kate Somerville, Dr. Dennis Gross Skincare, Josie Maran]",626.0,76.0,43.0,56.0,123.0,328.0,"[42.0, 62.0, 69.0, 48.0, 78.0, 42.0]","[2.614, 4.125, 3.9591, 4.0278, 4.3426, 4.7222]",4.0,3.96511666667,56.8333333333
Tetrasodium EDTA,14,"[Dr. Dennis Gross Skincare, Guerlain, First Aid Beauty, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, First Aid Beauty, Laura Mercier, Laura Mercier, Fresh, Dr. Dennis Gross Skincare, Supergoop!, Dr. Dennis Gross Skincare, SEPHORA COLLECTION]",1295.0,169.0,117.0,97.0,247.0,667.0,"[42.0, 29.5, 38.0, 65.0, 125.0, 30.0, 26.0, 53.0, 53.0, 40.0, 72.0, 32.0, 78.0, 0.0]","[2.614, 0.0, 3.7664, 4.75, 4.0357, 4.0, 3.4597, 4.1364, 4.3158, 4.4567, 4.1625, 4.3711, 4.3426, 3.3978]",7.0,3.70062142857,48.8214285714
Annatto,2,"[Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",67.0,22.0,11.0,8.0,10.0,16.0,"[42.0, 75.0]","[2.614, 3.9]",1.0,3.257,58.5
Iron Oxides (CI 77492),2,"[Dr. Dennis Gross Skincare, Shiseido]",164.0,21.0,14.0,13.0,20.0,96.0,"[42.0, 40.0]","[2.614, 4.6636]",2.0,3.6388,41.0
Paraffinum Liquidum / Mineral Oil / Huile Minerale,1,[Lancôme],32.0,5.0,5.0,4.0,3.0,15.0,[104.0],[3.5625],1.0,3.5625,104.0
Ci 19140 / Yellow 5,4,"[Lancôme, Lancôme, Lancôme, Lancôme]",162.0,27.0,28.0,17.0,27.0,64.0,"[104.0, 97.0, 55.0, 119.0]","[3.5625, 4.625, 3.2095, 4.2941]",1.0,3.922775,93.75
Ci 14700 / Red 4,3,"[Lancôme, Lancôme, Lancôme]",57.0,5.0,7.0,6.0,8.0,31.0,"[104.0, 97.0, 119.0]","[3.5625, 4.625, 4.2941]",1.0,4.16053333333,106.666666667
Vaccinium Myrtillus Fruit Extract,4,"[Lancôme, belif, Fresh, Ole Henriksen]",340.0,30.0,30.0,25.0,51.0,204.0,"[104.0, 58.0, 90.0, 50.0]","[3.5625, 5.0, 4.169, 3.6818]",4.0,4.103325,75.5
Medicago Sativa Extract / Alfalfa Extract,1,[Lancôme],32.0,5.0,5.0,4.0,3.0,15.0,[104.0],[3.5625],1.0,3.5625,104.0
Hydroxypalmitoyl Sphinganine,2,"[Lancôme, Lancôme]",81.0,6.0,9.0,9.0,11.0,46.0,"[104.0, 88.0]","[3.5625, 4.3061]",1.0,3.9343,96.0
Acetyl Trifluoromethylphenyl Valylglycine,1,[Lancôme],32.0,5.0,5.0,4.0,3.0,15.0,[104.0],[3.5625],1.0,3.5625,104.0
Peg-20 Stearate,3,"[Lancôme, Caudalie, Caudalie]",254.0,18.0,17.0,17.0,48.0,154.0,"[104.0, 59.0, 76.0]","[3.5625, 4.3258, 4.1136]",2.0,4.00063333333,79.6666666667
Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate,5,"[Lancôme, Lancôme, Lancôme, Lancôme, Origins]",293.0,9.0,30.0,28.0,61.0,165.0,"[104.0, 88.0, 119.0, 52.0, 44.0]","[3.5625, 4.3061, 4.2941, 4.4521, 4.0902]",2.0,4.141,81.4
Manganese Gluconate,4,"[Lancôme, MILK MAKEUP, Fresh, Lancôme]",417.0,31.0,42.0,46.0,83.0,215.0,"[104.0, 24.0, 39.0, 49.0]","[3.5625, 3.7745, 4.0784, 4.3214]",3.0,3.9342,54.0
Cera Microcristallina / Microcrystalline Wax / Cire Microcristalline,1,[Lancôme],32.0,5.0,5.0,4.0,3.0,15.0,[104.0],[3.5625],1.0,3.5625,104.0
Paraffin,3,"[Lancôme, SEPHORA COLLECTION, Lancôme]",462.0,83.0,51.0,40.0,93.0,195.0,"[104.0, 0.0, 52.0]","[3.5625, 3.3978, 4.4521]",2.0,3.80413333333,52.0
Methylsilanol/Silicate Crosspolymer,1,[Lancôme],32.0,5.0,5.0,4.0,3.0,15.0,[104.0],[3.5625],1.0,3.5625,104.0
Butylphenyl,2,"[Lancôme, Givenchy]",48.0,6.0,5.0,5.0,6.0,26.0,"[104.0, 36.0]","[3.5625, 4.4375]",2.0,4.0,70.0
Methylpropional,1,[Lancôme],32.0,5.0,5.0,4.0,3.0,15.0,[104.0],[3.5625],1.0,3.5625,104.0
Aloe Barbadensis Leaf Extract,19,"[MDSolarSciences, Jurlique, Koh Gen Do, Koh Gen Do, Koh Gen Do, Koh Gen Do, COOLA, Lancer, Jurlique, Algenist, IT Cosmetics, IT Cosmetics, IT Cosmetics, IT Cosmetics, IT Cosmetics, IT Cosmetics, Dr. Dennis Gross Skincare, Jurlique, Fresh]",1121.0,85.0,84.0,84.0,198.0,677.0,"[68.0, 65.0, 55.0, 85.0, 55.0, 50.0, 36.0, 185.0, 65.0, 25.0, 38.0, 48.0, 38.0, 32.0, 38.0, 35.0, 58.0, 35.0, 40.0]","[4.2, 4.4737, 3.7727, 4.375, 4.0, 3.3333, 3.7174, 5.0, 5.0, 4.4, 4.3714, 4.6538, 3.84, 4.2895, 3.5556, 3.5, 4.037, 4.3984, 4.0811]",9.0,4.15783684211,55.3157894737
Zea Mays (Corn) Oil,3,"[MDSolarSciences, SK-II, Erborian]",23.0,0.0,2.0,5.0,1.0,15.0,"[68.0, 140.0, 55.0]","[4.2, 4.25, 5.0]",3.0,4.48333333333,87.6666666667
Proline,5,"[MDSolarSciences, Murad, AmorePacific, Murad, Murad]",2061.0,150.0,122.0,134.0,448.0,202.0,"[68.0, 70.0, 100.0, 55.0, 39.5]","[4.2, 4.3571, 4.2846, 3.9057, 4.1753]",3.0,4.18454,66.5
Diatomaceous Earth,1,[MDSolarSciences],10.0,0.0,0.0,4.0,0.0,6.0,[68.0],[4.2],1.0,4.2,68.0
Laminaria Digitata Extract,12,"[MDSolarSciences, Too Cool For School, Origins, Murad, Origins, Origins, Origins, Origins, Murad, Origins, philosophy, Origins]",369.0,19.0,20.0,22.0,62.0,248.0,"[68.0, 49.0, 59.0, 78.0, 59.0, 65.0, 65.0, 60.0, 72.0, 60.0, 65.0, 59.0]","[4.2, 3.4615, 4.6, 3.8, 3.0, 4.2083, 4.0, 5.0, 4.4519, 4.5556, 3.8125, 4.5]",5.0,4.13248333333,63.25
Tremella Fuciformis (Mushroom) Extract,3,"[MDSolarSciences, J.One, SEPHORA COLLECTION]",641.0,42.0,42.0,52.0,143.0,365.0,"[68.0, 50.0, 4.0]","[4.2, 3.9091, 4.1629]",3.0,4.09066666667,40.6666666667
Ferric Hexapeptide-35,1,[MDSolarSciences],10.0,0.0,0.0,4.0,0.0,6.0,[68.0],[4.2],1.0,4.2,68.0
Sesamum Indicum (Sesame) Seed Oil,6,"[MDSolarSciences, Erno Laszlo, Caudalie, Erborian, REN, Caudalie]",1251.0,49.0,57.0,78.0,238.0,830.0,"[68.0, 55.0, 52.0, 55.0, 45.0, 49.0]","[4.2, 4.8571, 4.1892, 5.0, 4.2645, 4.453]",5.0,4.49396666667,54.0
Polysilicone-15,2,"[MDSolarSciences, MDSolarSciences]",56.0,3.0,2.0,9.0,10.0,32.0,"[68.0, 39.0]","[4.2, 4.1739]",1.0,4.18695,53.5
Polyester-8,5,"[MDSolarSciences, Dr. Brandt Skincare, Perricone MD, Murad, Perricone MD]",417.0,25.0,37.0,42.0,57.0,256.0,"[68.0, 39.0, 75.0, 48.0, 75.0]","[4.2, 3.9, 4.1726, 4.325, 3.96]",4.0,4.11152,61.0
Octinoxate (35%) Water (Aqua),1,[Laura Mercier],7.0,0.0,3.0,0.0,0.0,4.0,[98.0],[3.7143],1.0,3.7143,98.0
Sea Water,4,"[Laura Mercier, Too Cool For School, MILK MAKEUP, Dr. Jart+]",895.0,73.0,77.0,91.0,198.0,456.0,"[98.0, 49.0, 24.0, 34.0]","[3.7143, 3.4615, 3.7745, 4.0311]",4.0,3.74535,51.25
Polymethylsisesquioxane,1,[Laura Mercier],7.0,0.0,3.0,0.0,0.0,4.0,[98.0],[3.7143],1.0,3.7143,98.0
Ethylhexyl Methoxycinnamate,16,"[Laura Mercier, Eve Lom, Kenzoki, Peter Thomas Roth, ARDENCY INN, Shiseido, VERSO SKINCARE, Skin Inc., Dr. Jart+, Peter Thomas Roth, SK-II, BURBERRY, Benefit Cosmetics, Fresh, May Coop, SEPHORA COLLECTION]",2403.0,266.0,221.0,211.0,463.0,1242.0,"[98.0, 68.0, 49.0, 28.0, 29.0, 175.0, 100.0, 45.0, 34.0, 42.0, 140.0, 44.0, 38.0, 52.0, 43.0, 0.0]","[3.7143, 3.5714, 4.4375, 3.25, 4.25, 5.0, 4.3, 4.0, 4.0311, 4.5192, 4.25, 4.2857, 3.5114, 3.3421, 4.4784, 3.3978]",15.0,4.02118125,61.5625
Polyclyceryl-10 Isostearate,1,[Laura Mercier],7.0,0.0,3.0,0.0,0.0,4.0,[98.0],[3.7143],1.0,3.7143,98.0
Camellia SInensis Leaf Powder,2,"[Laura Mercier, Laura Mercier]",27.0,1.0,4.0,2.0,3.0,17.0,"[98.0, 42.0]","[3.7143, 4.3]",1.0,4.00715,70.0
Oligopeptide-6,2,"[Laura Mercier, Laura Mercier]",17.0,2.0,3.0,0.0,2.0,10.0,"[98.0, 98.0]","[3.7143, 4.0]",1.0,3.85715,98.0
Hexapeptide-3,3,"[Laura Mercier, Laura Mercier, SK-II]",23.0,2.0,4.0,2.0,3.0,12.0,"[98.0, 98.0, 385.0]","[3.7143, 4.0, 3.6667]",2.0,3.79366666667,193.666666667
Tripeptide-3,2,"[Laura Mercier, Laura Mercier]",17.0,2.0,3.0,0.0,2.0,10.0,"[98.0, 98.0]","[3.7143, 4.0]",1.0,3.85715,98.0
Glycerylamidoethyl Methacrylate/Stearyl Methacrylate Copolymer,1,[Laura Mercier],7.0,0.0,3.0,0.0,0.0,4.0,[98.0],[3.7143],1.0,3.7143,98.0
Hydrolized Collagen,1,[Laura Mercier],7.0,0.0,3.0,0.0,0.0,4.0,[98.0],[3.7143],1.0,3.7143,98.0
Yeast Beta-Glucan,2,"[Laura Mercier, Laura Mercier]",17.0,2.0,3.0,0.0,2.0,10.0,"[98.0, 98.0]","[3.7143, 4.0]",1.0,3.85715,98.0
Yeast Extract Arginine,1,[Laura Mercier],7.0,0.0,3.0,0.0,0.0,4.0,[98.0],[3.7143],1.0,3.7143,98.0
Pyrus Cydonia Seed Extract,2,"[Laura Mercier, Laura Mercier]",17.0,2.0,3.0,0.0,2.0,10.0,"[98.0, 98.0]","[3.7143, 4.0]",1.0,3.85715,98.0
Glycosphingolipids,4,"[Laura Mercier, Laura Mercier, IT Cosmetics, Dr. Brandt Skincare]",76.0,3.0,8.0,3.0,16.0,47.0,"[98.0, 98.0, 48.0, 135.0]","[3.7143, 4.0, 4.6538, 4.0909]",3.0,4.11475,94.75
Dipotassium Glyceyrrhizate,1,[Laura Mercier],7.0,0.0,3.0,0.0,0.0,4.0,[98.0],[3.7143],1.0,3.7143,98.0
Synthetic Flurophlogopite,1,[Laura Mercier],7.0,0.0,3.0,0.0,0.0,4.0,[98.0],[3.7143],1.0,3.7143,98.0
Ethyl Oleate,4,"[Laura Mercier, Laura Mercier, COVER FX, Laura Mercier]",133.0,16.0,15.0,11.0,23.0,68.0,"[98.0, 42.0, 38.0, 98.0]","[3.7143, 4.3, 3.7396, 4.0]",2.0,3.938475,69.0
Benzophenone-3,5,"[Laura Mercier, ARDENCY INN, Fresh, Dr. Dennis Gross Skincare, SEPHORA COLLECTION]",486.0,91.0,56.0,44.0,94.0,201.0,"[98.0, 29.0, 52.0, 72.0, 0.0]","[3.7143, 4.25, 3.3421, 4.1625, 3.3978]",5.0,3.77334,50.2
Butyl Methoxydibenzoylmethane,4,"[Laura Mercier, Kenzoki, Peter Thomas Roth, Algenist]",150.0,7.0,13.0,12.0,17.0,101.0,"[98.0, 49.0, 28.0, 94.0]","[3.7143, 4.4375, 3.25, 4.3613]",4.0,3.940775,67.25
Panax Ginseng Root Extract,13,"[Ole Henriksen, Erborian, Algenist, Erborian, Erborian, AmorePacific, Shiseido, Erborian, Tatcha, Ole Henriksen, Algenist, AmorePacific, Erborian]",1493.0,113.0,83.0,125.0,261.0,913.0,"[22.0, 48.0, 70.0, 39.0, 24.0, 100.0, 110.0, 39.0, 48.0, 48.0, 96.0, 50.0, 39.0]","[4.1364, 3.0, 3.2414, 4.3333, 5.0, 4.2846, 0.0, 4.1852, 4.1695, 4.0056, 4.3546, 4.4316, 4.3478]",6.0,3.80692307692,56.3846153846
Potassium Hydroxide,31,"[Ole Henriksen, Lancôme, ARDENCY INN, Lancôme, Skin Inc., Koh Gen Do, belif, Shiseido, boscia, AmorePacific, Blithe, boscia, boscia, boscia, Blithe, Blithe, bareMinerals, Origins, Origins, Origins, J.One, Shiseido, boscia, Shiseido, Shiseido, Shiseido, Origins, Origins, First Aid Beauty, Shiseido, boscia]",3658.0,221.0,268.0,341.0,782.0,2048.0,"[22.0, 26.0, 29.0, 50.0, 45.0, 50.0, 58.0, 33.5, 36.0, 35.0, 49.0, 36.0, 28.0, 34.0, 42.0, 46.0, 32.0, 59.0, 65.0, 65.0, 50.0, 45.0, 38.0, 40.0, 58.0, 45.0, 52.0, 44.0, 30.0, 24.0, 36.0]","[4.1364, 3.75, 4.25, 4.4423, 4.0, 3.3333, 5.0, 4.0359, 3.9222, 4.3539, 4.6316, 4.15, 3.932, 4.2056, 4.9, 5.0, 3.7895, 3.0, 4.2083, 4.0, 3.9091, 4.503, 4.14, 4.6636, 4.2405, 4.092, 4.2403, 4.0902, 3.8197, 4.3529, 4.0741]",14.0,4.16665806452,42.0161290323
Benzoic Acid,18,"[Ole Henriksen, Lancôme, Murad, Peter Thomas Roth, Shiseido, Shiseido, Peter Thomas Roth, Kate Somerville, Shiseido, First Aid Beauty, philosophy, Algenist, Kate Somerville, philosophy, Shiseido, Kate Somerville, Shiseido, Shiseido]",2090.0,138.0,146.0,175.0,402.0,1231.0,"[22.0, 50.0, 70.0, 62.0, 33.5, 24.5, 42.0, 48.0, 33.5, 16.0, 68.0, 25.0, 48.0, 75.0, 45.0, 65.0, 45.0, 45.0]","[4.1364, 4.4219, 4.3571, 4.232, 4.0359, 4.3946, 4.5192, 4.0278, 4.4779, 4.0, 3.3235, 4.4, 3.5645, 4.037, 4.503, 4.1631, 4.092, 3.8551]",9.0,4.14116666667,45.4166666667
Silicone Quarternium-22,1,[Dr. Jart+],43.0,6.0,4.0,6.0,12.0,15.0,[48.0],[3.6047],1.0,3.6047,48.0
Ozokerite,4,"[Dr. Jart+, Too Cool For School, Erborian, Dr. Jart+]",1370.0,73.0,106.0,134.0,301.0,756.0,"[48.0, 49.0, 55.0, 36.0]","[3.6047, 3.4615, 5.0, 4.163]",3.0,4.0573,47.0
Cetyl Dimenthicone,1,[Dr. Jart+],43.0,6.0,4.0,6.0,12.0,15.0,[48.0],[3.6047],1.0,3.6047,48.0
Arbutin,8,"[Dr. Jart+, boscia, Peter Thomas Roth, Dr. Jart+, AmorePacific, Peter Thomas Roth, Dr. Jart+, boscia]",6855.0,500.0,526.0,640.0,1380.0,2669.0,"[48.0, 38.0, 62.0, 39.0, 60.0, 48.0, 36.0, 38.0]","[3.6047, 3.8571, 4.232, 4.2925, 4.2202, 4.012, 4.163, 3.8517]",4.0,4.02915,46.125
Euphorbia Cerifera (Candelilla) Wax,3,"[Dr. Jart+, MILK MAKEUP, SEPHORA COLLECTION]",420.0,85.0,46.0,37.0,92.0,160.0,"[48.0, 20.0, 0.0]","[3.6047, 4.4, 3.3978]",3.0,3.80083333333,22.6666666667
Disteardimonium Hectorite,22,"[Dr. Jart+, Dr. Jart+, Erborian, Dr. Jart+, Lancôme, Lancôme, Origins, Benefit Cosmetics, Fresh, Dr. Jart+, GLAMGLOW, Dr. Jart+, AmorePacific, Shiseido, Shiseido, Peter Thomas Roth, IT Cosmetics, Dr. Jart+, Giorgio Armani Beauty, Dr. Jart+, Shiseido, Erborian]",6501.0,426.0,481.0,533.0,1289.0,2643.0,"[48.0, 39.0, 48.0, 45.0, 97.0, 47.0, 60.0, 38.0, 52.0, 52.0, 59.0, 39.0, 60.0, 58.0, 75.0, 48.0, 32.0, 36.0, 55.0, 36.0, 90.0, 39.0]","[3.6047, 3.6471, 3.0, 4.1127, 4.625, 4.2931, 5.0, 3.5114, 3.3421, 4.1304, 4.12, 4.2925, 4.2202, 4.414, 4.6117, 4.012, 4.2895, 4.25, 4.4074, 4.163, 4.3333, 4.3478]",12.0,4.12399545455,52.4090909091
Cocamidopropyl Betaine,1,[Dr. Jart+],43.0,6.0,4.0,6.0,12.0,15.0,[48.0],[3.6047],1.0,3.6047,48.0
Triethyl Citrate,3,"[Dr. Jart+, Dr. Dennis Gross Skincare, Dr. Jart+]",95.0,10.0,11.0,9.0,19.0,48.0,"[48.0, 30.0, 52.0]","[3.6047, 4.0, 4.1304]",2.0,3.9117,43.3333333333
Triethoxycaprylylsilane,29,"[Dr. Jart+, Too Cool For School, Dr. Jart+, Erborian, Dr. Jart+, Dr. Jart+, boscia, bareMinerals, DERMAdoctor, First Aid Beauty, MDSolarSciences, Algenist, Dr. Brandt Skincare, IT Cosmetics, Dr. Jart+, GLAMGLOW, Dr. Jart+, AmorePacific, Josie Maran, Peter Thomas Roth, IT Cosmetics, Dr. Jart+, Dr. Jart+, IT Cosmetics, Supergoop!, stila, COVER FX, Dr. Jart+, boscia]",8899.0,695.0,695.0,791.0,1743.0,3852.0,"[48.0, 49.0, 39.0, 48.0, 45.0, 34.0, 38.0, 20.0, 38.0, 30.0, 39.0, 75.0, 65.0, 38.0, 52.0, 59.0, 39.0, 60.0, 32.0, 48.0, 38.0, 36.0, 36.0, 38.0, 32.0, 38.0, 45.0, 34.0, 36.0]","[3.6047, 3.4615, 3.6471, 3.0, 4.1127, 4.0311, 3.8571, 4.0617, 3.3798, 3.9259, 4.1739, 3.9053, 4.087, 4.3714, 4.1304, 4.12, 4.2925, 4.2202, 3.786, 4.012, 3.84, 4.25, 4.163, 3.5556, 4.3711, 4.1306, 3.6914, 4.25, 4.0741]",18.0,3.9484862069,42.3793103448
Punica Granatum Seed Oil,6,"[Dr. Jart+, NUDE Skincare, IT Cosmetics, Murad, IT Cosmetics, IT Cosmetics]",1957.0,156.0,122.0,120.0,414.0,145.0,"[48.0, 0.0, 38.0, 39.5, 38.0, 38.0]","[3.6047, 3.8571, 4.3714, 4.1753, 3.84, 3.5556]",4.0,3.90068333333,33.5833333333
Sambucus Nigra Fruit Extract,3,"[Dr. Jart+, Tata Harper, Tata Harper]",94.0,12.0,8.0,13.0,27.0,38.0,"[48.0, 68.0, 85.0]","[3.6047, 4.3125, 3.3684]",2.0,3.76186666667,67.0
Iron Oxides,20,"[Dr. Jart+, Dr. Jart+, Dr. Jart+, Dr. Jart+, Lancôme, COOLA, Shiseido, Dr. Jart+, COOLA, Dr. Jart+, bareMinerals, Dr. Jart+, Dr. Jart+, Shiseido, Shiseido, Giorgio Armani Beauty, Dr. Jart+, Supergoop!, Shiseido, Dr. Jart+]",7179.0,484.0,531.0,596.0,1456.0,2981.0,"[48.0, 39.0, 45.0, 34.0, 47.0, 36.0, 33.5, 38.0, 52.0, 42.0, 29.5, 52.0, 39.0, 58.0, 75.0, 55.0, 36.0, 32.0, 55.0, 34.0]","[3.6047, 3.6471, 4.1127, 4.0311, 4.2931, 4.0294, 4.4779, 3.1607, 4.1471, 3.6512, 3.9032, 4.1304, 4.2925, 4.414, 4.6117, 4.4074, 4.163, 4.3711, 4.3444, 4.25]",7.0,4.102135,44.0
Dimethylsilanol Hyaluronate,1,[Kenzoki],5.0,1.0,0.0,0.0,0.0,4.0,[59.0],[4.2],1.0,4.2,59.0
Methylsilanol Hydroxyproline Aspartate,2,"[Kenzoki, Josie Maran]",146.0,14.0,15.0,17.0,27.0,73.0,"[59.0, 38.0]","[4.2, 3.8794]",2.0,4.0397,48.5
Silanediol Salicylate,2,"[Kenzoki, Eve Lom]",12.0,2.0,1.0,1.0,1.0,7.0,"[59.0, 68.0]","[4.2, 3.5714]",2.0,3.8857,63.5
Stearyl Heptanoate,7,"[Kenzoki, Omorovicza, Kenzoki, Omorovicza, Omorovicza, Lancôme, Omorovicza]",179.0,9.0,11.0,16.0,27.0,116.0,"[59.0, 235.0, 59.0, 135.0, 160.0, 88.0, 135.0]","[4.2, 4.3846, 4.8, 4.7143, 4.0, 4.3061, 4.1467]",3.0,4.36452857143,124.428571429
Alpinia Speciosa Leaf Extract,1,[Kenzoki],5.0,1.0,0.0,0.0,0.0,4.0,[59.0],[4.2],1.0,4.2,59.0
EDTA,9,"[Kenzoki, First Aid Beauty, Yu-Be, Dr. Jart+, Algenist, First Aid Beauty, First Aid Beauty, First Aid Beauty, First Aid Beauty]",2602.0,157.0,155.0,205.0,492.0,1595.0,"[59.0, 38.0, 25.0, 34.0, 42.0, 30.0, 16.0, 26.0, 36.0]","[4.2, 3.7664, 4.5332, 4.0311, 4.1096, 3.9259, 4.0, 3.4597, 4.3182]",5.0,4.03823333333,34.0
Potassium,3,"[Kenzoki, Kenzoki, Kenzoki]",7.0,1.0,0.0,0.0,0.0,6.0,"[59.0, 62.0, 62.0]","[4.2, 5.0, 5.0]",1.0,4.73333333333,61.0
Polyglyceryl-3 Methylglucose Distearate,5,"[Erno Laszlo, belif, IT Cosmetics, AmorePacific, Erno Laszlo]",222.0,12.0,11.0,13.0,32.0,155.0,"[115.0, 38.0, 48.0, 150.0, 90.0]","[5.0, 4.2609, 4.6538, 4.1667, 4.6842]",4.0,4.55312,88.2
Uminum Starch Octenylsuccinate,1,[Erno Laszlo],2.0,0.0,0.0,0.0,0.0,2.0,[115.0],[5.0],1.0,5.0,115.0
Lysine Hcl,1,[Erno Laszlo],2.0,0.0,0.0,0.0,0.0,2.0,[115.0],[5.0],1.0,5.0,115.0
Alpha-Arbutin,2,"[Erno Laszlo, Sunday Riley]",296.0,14.0,18.0,33.0,49.0,183.0,"[115.0, 65.0]","[5.0, 4.2347]",2.0,4.61735,90.0
Calcium Carbonate,6,"[Erno Laszlo, GLAMGLOW, Origins, Origins, Origins, Tatcha]",2357.0,159.0,149.0,163.0,432.0,1455.0,"[115.0, 69.0, 43.0, 27.5, 43.0, 135.0]","[5.0, 3.9591, 4.3472, 4.2441, 4.3784, 3.7391]",4.0,4.27798333333,72.0833333333
Prunus Mume Fruit Extract,2,"[Erno Laszlo, Too Cool For School]",9.0,0.0,2.0,2.0,2.0,3.0,"[115.0, 17.0]","[5.0, 3.2857]",2.0,4.14285,66.0
Plankton Extract,7,"[Erno Laszlo, Dr. Jart+, GLAMGLOW, COOLA, Dr. Brandt Skincare, Shiseido, Givenchy]",650.0,56.0,46.0,57.0,114.0,377.0,"[115.0, 39.0, 69.0, 36.0, 155.0, 40.0, 390.0]","[5.0, 3.6471, 3.9591, 4.0294, 3.5294, 4.6636, 4.3125]",7.0,4.16301428571,120.571428571
Arginine Ferulate,2,"[Erno Laszlo, Dr. Brandt Skincare]",19.0,3.0,2.0,1.0,5.0,8.0,"[115.0, 155.0]","[5.0, 3.5294]",2.0,4.2647,135.0
Absorbent Spheres: Support the regulation of sebum production and minimize shine on the T-zone,1,[Givenchy],10.0,0.0,3.0,1.0,0.0,6.0,[58.0],[3.9],1.0,3.9,58.0
Hydrogentated Polyisobutene,3,"[philosophy, philosophy, philosophy]",83.0,12.0,11.0,7.0,10.0,43.0,"[14.0, 24.0, 40.0]","[0.0, 4.3, 3.6575]",1.0,2.6525,26.0
Perfluorodecalin,9,"[philosophy, philosophy, philosophy, IT Cosmetics, IT Cosmetics, IT Cosmetics, IT Cosmetics, Kate Somerville, philosophy]",427.0,38.0,34.0,37.0,86.0,238.0,"[14.0, 36.0, 24.0, 38.0, 38.0, 32.0, 38.0, 89.0, 40.0]","[0.0, 3.9431, 4.3, 4.3714, 3.84, 4.2895, 3.5556, 0.0, 3.6575]",3.0,3.10634444444,38.7777777778
Ginkgo Biloba Leaf Extract,10,"[philosophy, Koh Gen Do, Clarins, philosophy, philosophy, Primary Raw, Dr. Jart+, philosophy, Peter Thomas Roth, Primary Raw]",1704.0,99.0,136.0,169.0,370.0,930.0,"[14.0, 55.0, 134.0, 36.0, 24.0, 38.0, 36.0, 40.0, 72.0, 46.0]","[0.0, 3.7727, 4.5, 3.9431, 4.3, 4.4444, 4.163, 3.6575, 3.9859, 4.9]",6.0,3.76666,49.5
